Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
36,47,41,5,0,87.8,4,caught,2,New Zealand,Napier,28-Dec-06,ODI # 2468
89,155,122,10,0,72.95,4,run out,1,New Zealand,Queenstown,31-Dec-06,ODI # 2469
15,19,18,3,0,83.33,4,caught,1,New Zealand,Christchurch,02-Jan-07,ODI # 2470
79,131,103,8,1,76.69,4,caught,1,New Zealand,Auckland,06-Jan-07,ODI # 2471
TDNB,-,-,-,-,-,-,-,-,New Zealand,Hamilton,09-Jan-07,ODI # 2472
12,-,19,2,0,63.15,4,caught,1,India,Kolkata,08-Feb-07,ODI # 2514
110,178,127,11,4,86.61,4,caught,1,India,Rajkot,11-Feb-07,ODI # 2520
0,8,4,0,0,0,4,bowled,1,India,Margao,14-Feb-07,ODI # 2522
1,5,2,0,0,50,4,caught,1,India,Visakhapatnam,17-Feb-07,ODI # 2525
76,105,83,6,0,91.56,4,caught,1,Bermuda,Port of Spain,15-Mar-07,ODI # 2534
56,115,55,3,1,101.81,4,caught,1,Bangladesh,Port of Spain,21-Mar-07,ODI # 2546
15,50,35,2,0,42.85,4,caught,1,India,Port of Spain,23-Mar-07,ODI # 2550
28,50,38,4,0,73.68,4,caught,1,South Africa,Providence,28-Mar-07,ODI # 2556
7,14,10,1,0,70,3,caught,1,West Indies,Providence,01-Apr-07,ODI # 2560
17,46,33,2,0,51.51,3,caught,1,England,North Sound,04-Apr-07,ODI # 2563
69*,184,104,3,0,66.34,3,not out,2,New Zealand,St George's,12-Apr-07,ODI # 2569
0,6,4,0,0,0,3,lbw,1,Australia,St George's,16-Apr-07,ODI # 2573
10,15,9,1,0,111.11,3,caught,2,Ireland,St George's,18-Apr-07,ODI # 2575
18,50,42,2,0,42.85,3,caught,1,New Zealand,Kingston,24-Apr-07,ODI # 2579
54,72,52,6,1,103.84,3,caught,2,Australia,Bridgetown,28-Apr-07,ODI # 2581
16,22,19,2,0,84.21,3,caught,1,Bangladesh,Colombo (PSS),20-Jul-07,ODI # 2605
6,15,11,1,0,54.54,3,caught,2,Bangladesh,Colombo (RPS),23-Jul-07,ODI # 2606
18,71,32,2,0,56.25,3,caught,1,Bangladesh,Colombo (RPS),25-Jul-07,ODI # 2607
38,75,59,4,0,64.4,3,stumped,1,England,Dambulla,01-Oct-07,ODI # 2622
9,54,37,0,0,24.32,3,caught,2,England,Dambulla,04-Oct-07,ODI # 2624
9,41,25,0,0,36,3,caught,1,England,Dambulla,07-Oct-07,ODI # 2626
69,171,102,4,0,67.64,3,caught,1,England,Colombo (RPS),10-Oct-07,ODI # 2628
26,74,44,1,0,59.09,3,bowled,1,England,Colombo (RPS),13-Oct-07,ODI # 2630
TDNB,-,-,-,-,-,-,-,-,India,Brisbane,05-Feb-08,ODI # 2672
42,65,41,7,0,102.43,3,lbw,2,Australia,Sydney,08-Feb-08,ODI # 2673
10,19,10,1,0,100,3,caught,2,India,Canberra,12-Feb-08,ODI # 2676
80,180,114,4,0,70.17,3,bowled,2,Australia,Perth,15-Feb-08,ODI # 2679
128,241,155,12,0,82.58,3,caught,1,India,Adelaide,19-Feb-08,ODI # 2681
22,103,59,0,0,37.28,3,caught,2,Australia,Melbourne,22-Feb-08,ODI # 2683
33,47,42,4,0,78.57,3,caught,1,India,Hobart,26-Feb-08,ODI # 2686
11,35,26,2,0,42.3,3,caught,1,Australia,Melbourne,29-Feb-08,ODI # 2687
23,-,24,4,0,95.83,3,caught,1,West Indies,Port of Spain,10-Apr-08,ODI # 2697
28,-,51,2,0,54.9,3,caught,1,West Indies,Port of Spain,12-Apr-08,ODI # 2699
1,-,3,0,0,33.33,1,caught,1,West Indies,Gros Islet,15-Apr-08,ODI # 2701
101,133,91,16,0,110.98,2,caught,1,Bangladesh,Lahore,25-Jun-08,ODI # 2715
0,-,6,0,0,0,1,lbw,1,U.A.E.,Lahore,26-Jun-08,ODI # 2718
112,202,110,10,1,101.81,2,bowled,1,Pakistan,Karachi,29-Jun-08,ODI # 2723
121,193,128,16,1,94.53,2,bowled,1,Bangladesh,Karachi,30-Jun-08,ODI # 2726
7,15,10,1,0,70,2,caught,1,India,Karachi,03-Jul-08,ODI # 2732
4,6,3,1,0,133.33,2,run out,1,India,Karachi,06-Jul-08,ODI # 2735
19,51,41,2,0,46.34,2,caught,2,India,Dambulla,18-Aug-08,ODI # 2742
2,8,10,0,0,20,2,bowled,1,India,Dambulla,20-Aug-08,ODI # 2745
9,24,12,2,0,75,2,lbw,2,India,Colombo (RPS),24-Aug-08,ODI # 2750
6,20,16,1,0,37.5,3,bowled,2,India,Colombo (RPS),27-Aug-08,ODI # 2755
1,9,5,0,0,20,4,caught,1,India,Colombo (RPS),29-Aug-08,ODI # 2756
46*,148,95,5,0,48.42,3,not out,2,Zimbabwe,Harare,20-Nov-08,ODI # 2779
28*,38,25,5,0,112,3,not out,2,Zimbabwe,Harare,22-Nov-08,ODI # 2780
57,96,59,4,0,96.61,3,caught,1,Zimbabwe,Harare,24-Nov-08,ODI # 2782
23,84,57,2,0,40.35,3,caught,2,Zimbabwe,Harare,28-Nov-08,ODI # 2784
28,84,58,0,0,48.27,3,caught,1,Zimbabwe,Harare,30-Nov-08,ODI # 2785
4,18,16,0,0,25,3,lbw,1,Zimbabwe,Dhaka,12-Jan-09,ODI # 2791
0,-,5,0,0,0,3,bowled,1,Bangladesh,Dhaka,14-Jan-09,ODI # 2793
59,189,133,6,0,44.36,3,caught,2,Bangladesh,Dhaka,16-Jan-09,ODI # 2794
49,110,70,4,0,70,3,caught,1,Pakistan,Karachi,20-Jan-09,ODI # 2798
16,29,22,3,0,72.72,3,run out,1,Pakistan,Karachi,21-Jan-09,ODI # 2800
50,63,58,2,0,86.2,3,run out,1,Pakistan,Lahore,24-Jan-09,ODI # 2803
44,113,86,2,0,51.16,3,caught,1,India,Dambulla,28-Jan-09,ODI # 2806
4,28,8,0,0,50,3,caught,2,India,Colombo (RPS),31-Jan-09,ODI # 2810
83,151,82,9,0,101.21,3,caught,2,India,Colombo (RPS),03-Feb-09,ODI # 2813
56,94,74,4,0,75.67,3,caught,2,India,Colombo (RPS),05-Feb-09,ODI # 2815
84,80,70,8,1,120,3,caught,1,India,Colombo (RPS),08-Feb-09,ODI # 2818
36,62,40,3,0,90,3,caught,1,Pakistan,Dambulla,30-Jul-09,ODI # 2864
2,29,17,0,0,11.76,3,run out,2,Pakistan,Dambulla,01-Aug-09,ODI # 2866
37*,61,29,4,0,127.58,3,not out,2,Pakistan,Dambulla,03-Aug-09,ODI # 2867
39,52,33,6,0,118.18,3,caught,2,Pakistan,Colombo (RPS),07-Aug-09,ODI # 2868
16,26,23,3,0,69.56,4,caught,2,Pakistan,Colombo (RPS),09-Aug-09,ODI # 2870
18,69,47,1,0,38.29,4,caught,1,New Zealand,Colombo (RPS),08-Sep-09,ODI # 2884
5,11,14,0,0,35.71,4,lbw,1,India,Colombo (RPS),12-Sep-09,ODI # 2887
33,76,37,0,0,89.18,4,hit wicket,2,India,Colombo (RPS),14-Sep-09,ODI # 2889
54,99,74,5,0,72.97,3,caught,1,South Africa,Centurion,22-Sep-09,ODI # 2893
1,16,6,0,0,16.66,3,caught,1,England,Johannesburg,25-Sep-09,ODI # 2896
11,25,13,1,0,84.61,3,caught,2,New Zealand,Johannesburg,27-Sep-09,ODI # 2899
90,61,43,10,5,209.3,3,caught,2,India,Rajkot,15-Dec-09,ODI # 2932
21,33,22,2,0,95.45,3,run out,2,India,Nagpur,18-Dec-09,ODI # 2933
46,62,41,3,1,112.19,3,stumped,1,India,Cuttack,21-Dec-09,ODI # 2934
60,-,72,5,0,83.33,4,stumped,1,India,Kolkata,24-Dec-09,ODI # 2935
1,24,9,0,0,11.11,4,caught,1,India,Delhi,27-Dec-09,ODI # 2936
74,105,73,10,0,101.36,3,caught,2,Bangladesh,Dhaka,04-Jan-10,ODI # 2937
60,127,80,4,0,75,3,caught,2,India,Dhaka,05-Jan-10,ODI # 2938
17*,19,14,2,0,121.42,3,not out,2,Bangladesh,Dhaka,08-Jan-10,ODI # 2940
68,127,78,9,0,87.17,3,caught,1,India,Dhaka,10-Jan-10,ODI # 2941
55,91,51,8,0,107.84,3,caught,2,India,Dhaka,13-Jan-10,ODI # 2943
42,85,63,4,0,66.66,3,caught,1,Pakistan,Dambulla,15-Jun-10,ODI # 2991
52,99,69,4,0,75.36,3,caught,1,Bangladesh,Dambulla,18-Jun-10,ODI # 2995
73,102,82,10,0,89.02,3,caught,2,India,Dambulla,22-Jun-10,ODI # 2999
17,71,38,2,0,44.73,3,caught,2,India,Dambulla,24-Jun-10,ODI # 3001
48,82,62,5,0,77.41,3,caught,2,New Zealand,Dambulla,13-Aug-10,ODI # 3031
2,16,12,0,0,16.66,3,caught,1,India,Dambulla,16-Aug-10,ODI # 3032
40,79,59,4,0,67.79,3,caught,1,New Zealand,Dambulla,19-Aug-10,ODI # 3037
13*,-,15,2,0,86.66,4,not out,2,India,Dambulla,22-Aug-10,ODI # 3038
71,96,62,7,1,114.51,4,caught,1,India,Dambulla,28-Aug-10,ODI # 3040
49,69,46,6,0,106.52,3,bowled,2,Australia,Melbourne,03-Nov-10,ODI # 3065
45,62,52,4,0,86.53,4,caught,1,Australia,Sydney,05-Nov-10,ODI # 3066
0,4,4,0,0,0,3,caught,1,Australia,Brisbane,07-Nov-10,ODI # 3068
TDNB,-,-,-,-,-,-,-,-,West Indies,Colombo (SSC),31-Jan-11,ODI # 3092
20,62,43,1,0,46.51,3,caught,2,West Indies,Colombo (SSC),03-Feb-11,ODI # 3096
75,112,105,4,1,71.42,3,bowled,1,West Indies,Colombo (SSC),06-Feb-11,ODI # 3099
92,134,87,7,1,105.74,3,caught,1,Canada,Hambantota,20-Feb-11,ODI # 3102
49,109,61,2,1,80.32,3,caught,2,Pakistan,Colombo (RPS),26-Feb-11,ODI # 3109
27*,48,24,3,0,112.5,3,not out,2,Kenya,Colombo (RPS),01-Mar-11,ODI # 3113
73*,147,102,7,0,71.56,3,not out,1,Australia,Colombo (RPS),05-Mar-11,ODI # 3119
11*,7,7,1,0,157.14,5,not out,1,Zimbabwe,Pallekele,10-Mar-11,ODI # 3125
111,186,128,12,2,86.71,3,bowled,1,New Zealand,Mumbai,18-Mar-11,ODI # 3137
DNB,-,-,-,-,-,-,-,2,England,Colombo (RPS),26-Mar-11,ODI # 3145
54,132,79,7,1,68.35,3,caught,2,New Zealand,Colombo (RPS),29-Mar-11,ODI # 3146
48,102,67,5,0,71.64,3,caught,1,India,Mumbai,02-Apr-11,ODI # 3148
4,13,10,1,0,40,4,caught,2,England,The Oval,28-Jun-11,ODI # 3165
69,119,85,5,0,81.17,4,stumped,1,England,Leeds,01-Jul-11,ODI # 3167
25,58,47,2,0,53.19,4,caught,2,England,Lord's,03-Jul-11,ODI # 3168
75,173,107,7,0,70.09,4,caught,1,England,Nottingham,06-Jul-11,ODI # 3169
48,110,75,3,0,64,3,bowled,2,England,Manchester,09-Jul-11,ODI # 3170
16,36,19,3,0,84.21,3,caught,1,Australia,Pallekele,10-Aug-11,ODI # 3175
52,121,85,1,1,61.17,3,caught,1,Australia,Hambantota,14-Aug-11,ODI # 3178
49,62,37,3,2,132.43,3,lbw,1,Australia,Hambantota,16-Aug-11,ODI # 3180
31,92,56,1,0,55.35,3,caught,1,Australia,Colombo (RPS),20-Aug-11,ODI # 3182
7,6,7,1,0,100,3,caught,2,Australia,Colombo (RPS),22-Aug-11,ODI # 3184
5,44,24,1,0,20.83,3,caught,1,Pakistan,Dubai (DSC),11-Nov-11,ODI # 3212
5,12,13,0,0,38.46,3,caught,1,Pakistan,Dubai (DSC),14-Nov-11,ODI # 3213
45,98,66,3,0,68.18,3,run out,2,Pakistan,Dubai (DSC),18-Nov-11,ODI # 3214
58,147,103,6,0,56.31,3,bowled,2,Pakistan,Sharjah,20-Nov-11,ODI # 3215
78,132,100,8,0,78,4,caught,1,Pakistan,Abu Dhabi,23-Nov-11,ODI # 3216
4,20,14,1,0,28.57,3,caught,2,South Africa,Paarl,11-Jan-12,ODI # 3225
3,36,28,0,0,10.71,3,caught,1,South Africa,East London,14-Jan-12,ODI # 3226
38,46,37,3,1,102.7,3,run out,1,South Africa,Bloemfontein,17-Jan-12,ODI # 3227
32,56,31,2,1,103.22,3,caught,2,South Africa,Kimberley,20-Jan-12,ODI # 3228
