Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
21*,39,24,2,0,87.5,6,not out,2,Sri Lanka,Mumbai,02-Apr-11,ODI # 3148
2,6,3,0,0,66.66,4,bowled,1,Pakistan,Chennai,30-Dec-12,ODI # 3314
9,30,19,0,0,47.36,4,caught,2,Pakistan,Kolkata,03-Jan-13,ODI # 3315
23,40,23,4,0,100,4,bowled,1,Pakistan,Delhi,06-Jan-13,ODI # 3316
61,63,54,8,1,112.96,4,caught,2,England,Rajkot,11-Jan-13,ODI # 3318
32,47,37,5,0,86.48,4,lbw,1,England,Kochi,15-Jan-13,ODI # 3320
30,31,21,6,0,142.85,4,bowled,2,England,Ranchi,19-Jan-13,ODI # 3322
3,27,16,0,0,18.75,4,lbw,2,England,Mohali,23-Jan-13,ODI # 3327
0,14,3,0,0,0,4,caught,1,England,Dharamsala,27-Jan-13,ODI # 3329
7,8,7,0,1,100,5,caught,2,Australia,Pune,13-Oct-13,ODI # 3419
DNB,-,-,-,-,-,-,-,2,Australia,Jaipur,16-Oct-13,ODI # 3420
0,1,1,0,0,0,5,caught,1,Australia,Mohali,19-Oct-13,ODI # 3421
DNB,-,-,-,-,-,-,-,2,Australia,Ranchi,23-Oct-13,ODI # 3422
0,2,3,0,0,0,5,bowled,2,Australia,Nagpur,30-Oct-13,ODI # 3424
12,20,14,0,1,85.71,5,caught,1,Australia,Bengaluru,02-Nov-13,ODI # 3428
16*,53,29,2,0,55.17,4,not out,2,West Indies,Kochi,21-Nov-13,ODI # 3436
28,55,49,3,1,57.14,4,caught,1,West Indies,Visakhapatnam,24-Nov-13,ODI # 3437
55,91,74,7,0,74.32,4,caught,2,West Indies,Kanpur,27-Nov-13,ODI # 3439
0,2,2,0,0,0,4,bowled,2,South Africa,Johannesburg,05-Dec-13,ODI # 3442
TDNB,-,-,-,-,-,-,-,-,South Africa,Centurion,11-Dec-13,ODI # 3444
15,21,12,2,1,125,4,caught,2,England,Pune,15-Jan-17,ODI # 3819
150,183,127,21,3,118.11,4,caught,1,England,Cuttack,19-Jan-17,ODI # 3821
45,82,57,5,1,78.94,4,caught,2,England,Kolkata,22-Jan-17,ODI # 3824
53,49,32,8,1,165.62,4,lbw,1,Pakistan,Birmingham,04-Jun-17,ODI # 3878
7,33,18,0,0,38.88,4,bowled,1,Sri Lanka,The Oval,08-Jun-17,ODI # 3882
23*,29,25,1,1,92,4,not out,2,South Africa,The Oval,11-Jun-17,ODI # 3886
DNB,-,-,-,-,-,-,-,2,Bangladesh,Birmingham,15-Jun-17,ODI # 3891
22,49,31,4,0,70.96,4,lbw,2,Pakistan,The Oval,18-Jun-17,ODI # 3894
4,-,10,0,0,40,4,caught,1,West Indies,Port of Spain,23-Jun-17,ODI # 3895
14,-,10,1,0,140,5,caught,1,West Indies,Port of Spain,25-Jun-17,ODI # 3896
39,-,55,4,0,70.9,4,lbw,1,West Indies,North Sound,30-Jun-17,ODI # 3898
